ID,DAY 1 logFC,DAY 2 logFC,DAY 4 logFC,DAY 7 logFC,DAY 14 logFC
ILMN_1657111,-0.18,-0.58,-0.54,-0.53,-0.53
ILMN_1790688,-0.18,-0.58,-0.54,-0.53,-0.53
ILMN_1750352,-0.18,-0.58,-0.54,-0.53,-0.53
ILMN_3243156,-0.18,-0.58,-0.54,-0.53,-0.53
ILMN_1743340,0.04,0.04,0.32,0.17,0.07
ILMN_1686948,-0.09,0.07,-0.34,-0.19,-0.13
ILMN_2325574,-0.09,0.07,-0.34,-0.19,-0.13
ILMN_1740923,-0.06,0.01,0.13,0.32,0.02
ILMN_2152581,-0.17,-0.26,-0.4,-0.28,-0.12
ILMN_1788078,-0.05,0.28,0.45,0.58,0.39
ILMN_2332250,-0.05,0.28,0.45,0.58,0.39
ILMN_1719178,-0.05,0.28,0.45,0.58,0.39
ILMN_1740265,-0.05,0.28,0.45,0.58,0.39
ILMN_1784756,-0.05,0.28,0.45,0.58,0.39
ILMN_2252621,-0.05,0.28,0.45,0.58,0.39
ILMN_1728883,-0.05,0.28,0.45,0.58,0.39
ILMN_1782173,0.11,0.09,0.29,0.16,-0.51
ILMN_1774086,0.11,0.09,0.29,0.16,-0.51
ILMN_1790625,0.11,0.09,0.29,0.16,-0.51
ILMN_2196984,-0.11,0.18,0.11,0.24,0.17
ILMN_1759277,-0.11,0.18,0.11,0.24,0.17
ILMN_1796458,-0.08,-0.32,-0.19,-0.41,-0.47
ILMN_2046315,-0.08,-0.32,-0.19,-0.41,-0.47
ILMN_2059689,0,0.2,0.22,0.6,0.28
ILMN_2215640,0.47,0.18,0.57,-0.02,-0.16
ILMN_2215639,0.47,0.18,0.57,-0.02,-0.16
ILMN_1698849,-0.06,-0.02,0.05,0.32,0.01
ILMN_1788530,-0.03,-0.14,-0.25,0.09,-0.33
ILMN_1760335,-0.03,-0.14,-0.25,0.09,-0.33
ILMN_1795788,-0.03,-0.14,-0.25,0.09,-0.33
ILMN_1750674,0.02,0.09,0.32,0.38,0.21
ILMN_1697348,0.16,-0.03,0.37,0.42,0.23
ILMN_1661309,0.02,0.03,-0.27,-0.29,-0.21
ILMN_1791728,0.16,0.17,0.46,0.34,0.04
ILMN_2327947,0.16,0.17,0.46,0.34,0.04
ILMN_1811235,0.16,0.17,0.46,0.34,0.04
ILMN_1664748,0.16,0.17,0.46,0.34,0.04
ILMN_1682233,-0.05,-0.13,-0.04,-0.27,0.01
ILMN_2361614,0.04,0.18,-0.33,0.09,0.02
ILMN_1669982,0.04,0.18,-0.33,0.09,0.02
ILMN_1680251,0.11,0.06,-0.27,0.27,0.38
ILMN_1665492,0.11,0.06,-0.27,0.27,0.38
ILMN_1699190,0.11,0.06,-0.27,0.27,0.38
ILMN_3178406,-0.13,0.15,0.27,0.36,0.18
ILMN_1778928,-0.13,0.15,0.27,0.36,0.18
ILMN_3253471,-0.13,0.15,0.27,0.36,0.18
ILMN_1802109,-0.13,0.15,0.27,0.36,0.18
ILMN_1697952,0.14,0.03,-0.55,-0.31,0.14
ILMN_1773063,0.14,0.03,-0.55,-0.31,0.14
ILMN_2405602,0.14,0.03,-0.55,-0.31,0.14
ILMN_1720865,-0.06,-0.09,0.35,0.09,-0.29
ILMN_1751243,-0.06,-0.09,0.35,0.09,-0.29
ILMN_1654609,-0.11,0.09,0.05,-0.41,-0.1
ILMN_3244583,-0.11,0.09,0.05,-0.41,-0.1
ILMN_1689774,-0.23,0.07,-0.69,-0.3,-0.39
ILMN_1693702,-0.23,0.07,-0.69,-0.3,-0.39
ILMN_1764827,-0.23,0.07,-0.69,-0.3,-0.39
ILMN_2415277,-0.03,0.02,0.41,0.87,0.2
ILMN_1683102,-0.03,0.02,0.41,0.87,0.2
ILMN_1726081,-0.03,0.02,0.41,0.87,0.2
ILMN_1699644,-0.15,0.07,-0.14,0.32,0.05
ILMN_1735038,-0.15,0.07,-0.14,0.32,0.05
ILMN_1655796,-0.15,0.07,-0.14,0.32,0.05
ILMN_2094938,-0.06,0.01,-0.37,-0.37,-0.1
ILMN_1670079,-0.06,0.01,-0.37,-0.37,-0.1
ILMN_1674661,0.05,-0.28,-0.15,-0.41,-0.19
ILMN_2114568,-0.17,0.24,0.26,0.52,0.28
ILMN_1691444,-0.08,0.04,0.02,-0.45,-0.09
ILMN_1808011,-0.04,0,0,0.37,-0.12
ILMN_1675577,-0.01,0,0.36,0.29,-0.01
ILMN_1790537,0.18,0.35,0.78,0.23,0.35
ILMN_1708016,0,-0.05,-0.3,-0.42,-0.23
ILMN_1808584,-0.08,-0.13,-0.27,-0.23,-0.21
ILMN_1769390,0.02,-0.04,-0.23,-0.39,-0.17
ILMN_2041046,-0.08,0.24,0.45,0.44,0.16
ILMN_1719256,-0.08,0.24,0.45,0.44,0.16
ILMN_1756326,-0.37,0.1,0.17,0.33,0.21
ILMN_2072296,-0.37,0.1,0.17,0.33,0.21
ILMN_1734486,0.2,0.13,0.13,-0.38,0.19
ILMN_3225244,0.2,0.13,0.13,-0.38,0.19
ILMN_3301824,0.2,0.13,0.13,-0.38,0.19
ILMN_1810725,-0.18,0.21,1.27,0.72,0.29
ILMN_1667966,-0.18,0.21,1.27,0.72,0.29
ILMN_1712413,-0.06,0.31,0.46,0.29,0.19
ILMN_2108357,-0.06,0.31,0.46,0.29,0.19
ILMN_1669831,0.07,0.07,0.33,0.04,0.12
ILMN_3244157,-0.01,0.09,0.25,0.42,0.23
ILMN_1776487,0.11,0.04,-0.18,-0.24,0.18
ILMN_2194649,0.11,0.04,-0.18,-0.24,0.18
ILMN_2316173,-0.2,-0.1,-0.68,-0.4,-0.35
ILMN_1712806,-0.2,-0.1,-0.68,-0.4,-0.35
ILMN_1751345,-0.2,-0.1,-0.68,-0.4,-0.35
ILMN_2311761,0.16,-0.07,-0.25,-0.27,-0.13
ILMN_1736752,0.04,0.01,0.29,0.5,0.25
ILMN_1799848,-0.15,0.13,0.1,0.42,0.16
ILMN_2132599,-0.15,0.13,0.1,0.42,0.16
ILMN_1696962,-0.08,0.1,0.01,0.27,0.06
ILMN_1679727,-0.42,-0.44,-0.14,-0.84,-0.3
ILMN_1689400,-0.42,-0.44,-0.14,-0.84,-0.3
ILMN_1652790,-0.42,-0.44,-0.14,-0.84,-0.3
ILMN_1738955,0.05,0.08,-0.21,-0.34,-0.05
ILMN_1788874,-0.15,0.17,0.35,0.78,0.68
ILMN_1678501,0.11,-0.11,-0.34,-0.34,-0.28
ILMN_1814526,0.11,-0.11,-0.34,-0.34,-0.28
ILMN_2311278,0.11,-0.11,-0.34,-0.34,-0.28
ILMN_1787378,0.11,-0.11,-0.34,-0.34,-0.28
ILMN_1731666,0.11,-0.09,-0.29,-0.4,-0.46
ILMN_1696582,0.05,0.05,0.04,0.34,0.24
ILMN_1654153,0.05,0.05,0.04,0.34,0.24
ILMN_1674670,0.05,0.05,0.04,0.34,0.24
ILMN_1705066,0.05,0.05,0.04,0.34,0.24
ILMN_1746784,-0.22,0.04,-0.33,-0.34,0.14
ILMN_2397795,-0.22,0.04,-0.33,-0.34,0.14
ILMN_1675937,-0.03,-0.06,0.32,0.37,0.16
ILMN_2048607,-0.03,-0.06,0.32,0.37,0.16
ILMN_2272967,0.11,0.02,0.31,-0.23,-0.14
ILMN_1666007,0.11,0.02,0.31,-0.23,-0.14
ILMN_2369104,0.11,0.02,0.31,-0.23,-0.14
ILMN_1758085,-0.06,0.41,0.43,0.37,0.12
ILMN_1715616,-0.06,0.41,0.43,0.37,0.12
ILMN_2293167,-0.06,0.41,0.43,0.37,0.12
ILMN_1778890,-0.06,0.41,0.43,0.37,0.12
ILMN_2411608,-0.06,0.41,0.43,0.37,0.12
ILMN_1769282,-0.24,-0.04,-0.29,-0.08,-0.34
ILMN_2330787,-0.24,-0.04,-0.29,-0.08,-0.34
ILMN_2251759,-0.24,-0.04,-0.29,-0.08,-0.34
ILMN_1747205,-0.15,0.07,0.28,0.22,0.1
ILMN_1652309,-0.17,-0.05,-0.31,-0.37,-0.19
ILMN_2401927,-0.17,-0.05,-0.31,-0.37,-0.19
ILMN_1672884,-0.03,0.03,-0.06,0.37,-0.06
ILMN_2175831,-0.03,0.03,-0.06,0.37,-0.06
ILMN_1679277,-0.11,-0.18,-0.11,-0.47,-0.27
ILMN_2370208,-0.11,-0.18,-0.11,-0.47,-0.27
ILMN_1667840,-0.11,-0.18,-0.11,-0.47,-0.27
ILMN_1705442,-0.11,-0.18,-0.11,-0.47,-0.27
ILMN_2363450,-0.08,0.08,-0.32,-0.12,-0.16
ILMN_1693388,-0.08,0.08,-0.32,-0.12,-0.16
ILMN_1708337,-0.08,0.08,-0.32,-0.12,-0.16
ILMN_1777479,-0.11,-0.14,0.1,0.27,0.07
ILMN_1764323,-0.13,-0.13,-0.36,0.2,-0.16
ILMN_1688727,-0.13,-0.13,-0.36,0.2,-0.16
ILMN_2382724,-0.13,-0.13,-0.36,0.2,-0.16
ILMN_2280731,-0.13,-0.13,-0.36,0.2,-0.16
ILMN_1713088,-0.1,-0.1,-0.28,-0.06,0.13
ILMN_2302075,-0.1,-0.1,-0.28,-0.06,0.13
ILMN_1804448,-0.1,-0.1,-0.28,-0.06,0.13
ILMN_2277419,-0.08,-0.08,0.29,0.11,0.22
ILMN_1759743,-0.08,-0.08,0.29,0.11,0.22
ILMN_2377093,-0.08,-0.08,0.29,0.11,0.22
ILMN_3298167,-0.05,-0.14,0.04,-0.29,-0.02
ILMN_1730294,0.13,0.1,0.07,0.25,0.12
ILMN_1765684,-0.19,0.01,-0.38,-0.23,-0.23
ILMN_1658080,-0.1,-0.2,-0.22,-0.38,-0.08
ILMN_2135798,0,0.13,0.28,0.27,0.1
ILMN_1712865,0.05,0.03,-0.02,0.27,0.11
ILMN_2133996,0.05,0.03,-0.02,0.27,0.11
ILMN_1701918,-0.06,-0.09,-0.27,-0.3,-0.22
ILMN_2405470,-0.06,-0.09,-0.27,-0.3,-0.22
ILMN_1682935,0.07,0.29,-0.34,0.18,-0.04
ILMN_2142117,0.07,0.29,-0.34,0.18,-0.04
ILMN_1726842,0.06,0.03,-0.57,-0.36,-0.26
ILMN_1682081,-0.07,0.03,0.15,0.32,-0.26
ILMN_1782015,0.05,-0.12,-0.14,0.22,0.26
ILMN_1708098,-0.21,-0.19,-0.36,-0.25,-0.12
ILMN_1742534,0.07,0.04,-0.34,-0.19,-0.12
ILMN_2375360,0.07,0.04,-0.34,-0.19,-0.12
ILMN_1715625,0.12,-0.23,-0.39,-0.39,-0.18
ILMN_1738263,0.13,0.13,0.29,0.23,0.34
ILMN_2299612,-0.06,-0.04,-0.36,-0.13,0.01
ILMN_1760414,0.06,0.07,0.15,0.51,0.28
ILMN_1801441,0.06,-0.01,-0.35,-0.23,-0.02
ILMN_1806752,0.05,0.16,0.44,0.21,0.16
ILMN_2083593,-0.07,-0.18,-0.2,-0.42,-0.26
ILMN_2083588,-0.07,-0.18,-0.2,-0.42,-0.26
ILMN_2104295,-0.04,-0.19,-0.31,-0.35,-0.37
ILMN_1678403,-0.04,-0.19,-0.31,-0.35,-0.37
ILMN_1814213,-0.01,-0.06,-0.44,-0.14,-0.05
ILMN_1798308,-0.07,-0.1,-0.11,-0.44,-0.09
ILMN_1813938,-0.14,0.2,0.31,0.23,0.08
ILMN_2358628,-0.17,0.12,0.15,0.36,0.06
ILMN_1801020,-0.17,0.12,0.15,0.36,0.06
ILMN_1768062,-0.17,0.12,0.15,0.36,0.06
ILMN_2358626,-0.17,0.12,0.15,0.36,0.06
ILMN_1813450,0.1,0.22,0.24,0.1,0.04
ILMN_1791222,0.08,0.07,0.32,0.08,0.08
ILMN_1797107,-0.04,0.04,0.07,0.28,-0.1
ILMN_1724062,0.01,0.07,0.23,0.28,0.07
ILMN_1663512,-0.17,0.01,-0.27,-0.03,-0.12
ILMN_1784269,0.03,-0.17,-0.24,-0.16,0.05
ILMN_1708934,-0.18,-1,-1.06,-1.18,-0.77
ILMN_2195703,-0.02,-0.28,-0.51,-0.3,-0.3
ILMN_1685140,0.04,-0.04,-0.22,-0.39,-0.1
ILMN_1762080,0.11,-0.01,0.19,-0.28,-0.23
ILMN_3251620,0.11,-0.01,0.19,-0.28,-0.23
ILMN_2154671,-0.1,0.13,-0.17,-0.08,-0.33
ILMN_1721138,-0.09,0.16,0.46,-0.06,0.03
ILMN_1728009,-0.02,0.05,0.04,0.58,0.15
ILMN_2048822,-0.15,-0.12,-0.19,-0.56,-0.13
ILMN_1751589,-0.15,-0.12,-0.19,-0.56,-0.13
ILMN_2280441,-0.14,-0.19,-0.18,-0.28,-0.07
ILMN_1802674,-0.14,-0.19,-0.18,-0.28,-0.07
ILMN_2269900,-0.14,-0.19,-0.18,-0.28,-0.07
ILMN_2363744,-0.14,-0.19,-0.18,-0.28,-0.07
ILMN_1813206,-0.2,-0.11,-0.66,-0.32,-0.17
ILMN_1761536,0.02,0.08,-0.01,0.3,0
ILMN_1790211,0.02,0.08,-0.01,0.3,0
ILMN_1731374,-0.1,-0.24,-0.17,-0.63,-0.51
ILMN_1723042,0.13,0.06,-0.03,-0.06,0.4
ILMN_2183885,0.14,0.13,-0.01,-0.4,-0.17
ILMN_1745119,0.14,0.13,-0.01,-0.4,-0.17
ILMN_1725338,-0.05,0.05,0.04,0.33,0.17
ILMN_1792748,-0.14,0.4,-0.54,-0.42,-0.25
ILMN_1674402,-0.13,-0.11,-0.18,0.83,0.43
ILMN_1684724,-0.15,-0.13,0.12,0.35,0.18
ILMN_1727753,-0.15,-0.13,0.12,0.35,0.18
ILMN_2369666,-0.15,-0.13,0.12,0.35,0.18
ILMN_1757440,0.26,-0.21,-0.34,-0.44,-0.16
ILMN_1669044,0.26,-0.21,-0.34,-0.44,-0.16
ILMN_1718446,0.26,-0.21,-0.34,-0.44,-0.16
ILMN_1738885,-0.04,0.01,-0.35,-0.22,-0.22
ILMN_1802766,-0.04,0.01,-0.35,-0.22,-0.22
ILMN_1777483,0.1,-0.04,-0.13,0.27,0.1
ILMN_3231823,0.04,0,0.29,0.19,0.05
ILMN_3223807,0.04,0,0.29,0.19,0.05
ILMN_2154101,-0.02,-0.03,-0.27,-0.17,-0.11
ILMN_1656920,-0.04,-0.07,-0.23,-0.35,-0.31
ILMN_1694432,-0.05,-0.16,-0.11,-0.4,-0.45
ILMN_1697189,0.01,-0.13,-0.38,-0.52,-0.3
ILMN_1811405,-0.09,-0.3,-0.35,-0.52,-0.23
ILMN_1789541,-0.09,-0.3,-0.35,-0.52,-0.23
ILMN_1664502,-0.09,-0.3,-0.35,-0.52,-0.23
ILMN_1783675,-0.04,-0.18,-0.19,-0.3,-0.2
ILMN_2173740,-0.04,-0.18,-0.19,-0.3,-0.2
ILMN_1662340,-0.08,-0.12,-0.13,-0.31,-0.01
ILMN_1758548,0.06,0.09,-0.22,-0.05,0.04
ILMN_1800619,0.06,0.16,-0.09,0.48,0.27
ILMN_1693410,0.06,0.16,-0.09,0.48,0.27
ILMN_1797693,0.06,0.16,-0.09,0.48,0.27
ILMN_1803570,0.06,0.16,-0.09,0.48,0.27
ILMN_1772796,0.01,0.05,0.18,0.47,0.19
ILMN_1804822,-0.16,0.09,0.14,0.42,0.09
ILMN_2275297,0.26,-0.15,0.31,-0.42,-0.14
ILMN_1720088,0.26,-0.15,0.31,-0.42,-0.14
ILMN_2373266,0.26,-0.15,0.31,-0.42,-0.14
ILMN_1752107,0.1,-0.19,0.34,0.11,-0.1
ILMN_2385178,0.1,-0.19,0.34,0.11,-0.1
ILMN_2282077,0.1,-0.19,0.34,0.11,-0.1
ILMN_1776464,0.03,-0.01,-0.23,0.13,-0.01
ILMN_1721774,-0.04,-0.13,-0.34,-0.25,-0.33
ILMN_1762275,0.08,0.15,0.2,0.31,0.07
ILMN_1665797,0.08,0.15,0.2,0.31,0.07
ILMN_1706238,0.08,0.15,0.2,0.31,0.07
ILMN_2147078,-0.06,-0.09,-0.11,-0.22,-0.16
ILMN_1769606,-0.06,-0.09,-0.11,-0.22,-0.16
ILMN_1743662,-0.05,-0.07,-0.25,-0.3,-0.14
ILMN_1769382,-0.05,-0.07,-0.25,-0.3,-0.14
ILMN_1651557,0.21,0.36,0.48,0.18,0.1
ILMN_1702899,0.11,0,-0.05,-0.25,0.04
ILMN_1741356,-0.04,0.02,-0.59,0,-0.45
ILMN_1796113,-0.12,-0.12,-0.26,-0.2,0.11
ILMN_1798210,0.07,0.2,0.44,0.39,0.13
ILMN_1688230,0.18,0.01,0.2,-0.37,0.13
ILMN_2387742,0.18,0.01,0.2,-0.37,0.13
ILMN_1736894,0.18,0.01,0.2,-0.37,0.13
ILMN_1696622,0.04,0.2,-0.13,-0.25,0.15
ILMN_1698311,0.03,-0.12,-0.08,0.26,0.19
ILMN_1707925,0.03,-0.12,-0.08,0.26,0.19
ILMN_2367487,0.03,-0.12,-0.08,0.26,0.19
ILMN_1655311,-0.21,-0.05,0.05,-0.1,-0.29
ILMN_1800461,0.06,0.03,0.36,0.26,-0.03
ILMN_1693912,-0.06,-0.01,-0.42,-0.28,-0.31
ILMN_1814552,-0.23,-0.2,-0.63,-0.49,-0.3
ILMN_3247848,-0.23,-0.2,-0.63,-0.49,-0.3
ILMN_1798974,-0.01,0.06,-0.1,-0.26,-0.03
ILMN_1793672,-0.05,-0.12,-0.26,-0.29,-0.08
ILMN_2310019,0,-0.07,-0.23,-0.41,-0.17
ILMN_1752380,0,-0.07,-0.23,-0.41,-0.17
ILMN_2101034,-0.01,-0.18,-0.5,-0.51,-0.23
ILMN_1787514,-0.01,-0.18,-0.5,-0.51,-0.23
ILMN_1766195,-0.03,0.06,-0.03,-0.28,-0.26
ILMN_1774982,-0.15,-0.15,-0.18,-0.27,-0.29
ILMN_1748254,-0.01,-0.05,0.06,-0.33,0
ILMN_1680284,0.1,-0.06,0.02,-0.35,-0.18
ILMN_2155025,0.1,-0.06,0.02,-0.35,-0.18
ILMN_1786470,-0.08,-0.11,-0.31,-0.03,0.08
ILMN_1691294,-0.18,-0.04,0.17,0.23,-0.21
ILMN_3250209,-0.18,-0.04,0.17,0.23,-0.21
ILMN_1781031,-0.18,-0.04,0.17,0.23,-0.21
ILMN_2083818,-0.02,-0.11,-0.02,-0.39,-0.12
ILMN_1657913,-0.01,0.06,0.03,0.25,-0.03
ILMN_2250853,-0.01,0.06,0.03,0.25,-0.03
ILMN_1716517,-0.01,0.06,0.03,0.25,-0.03
ILMN_1719398,-0.01,0.06,0.03,0.25,-0.03
ILMN_2230902,-0.07,-0.1,-0.3,0.15,-0.08
ILMN_1804854,-0.07,-0.1,-0.3,0.15,-0.08
ILMN_1782691,0.11,0.11,0.23,0.04,-0.11
ILMN_1776132,-0.02,0.01,-0.01,0.3,0.29
ILMN_1738010,-0.02,0.01,-0.01,0.3,0.29
ILMN_1807719,-0.02,0.01,-0.01,0.3,0.29
ILMN_2044027,-0.02,-0.1,-0.29,-0.3,-0.2
ILMN_2184789,0.13,0,0.12,0.32,0.26
ILMN_1771921,0.13,0,0.12,0.32,0.26
ILMN_1783285,0.01,0.37,0.46,0.51,0.07
ILMN_1751776,-0.31,0.05,0.22,0.66,0.2
ILMN_1732404,-0.01,-0.2,-0.52,-0.32,-0.22
ILMN_1668795,0.13,0.02,-0.3,-0.39,0.02
ILMN_2359742,0.07,-0.12,-0.48,-0.04,-0.2
ILMN_1696360,0.07,-0.12,-0.48,-0.04,-0.2
ILMN_3244607,0.11,-0.14,-0.31,-0.52,-0.07
ILMN_1739942,0.11,-0.14,-0.31,-0.52,-0.07
ILMN_1777214,-0.05,0.09,-0.29,-0.21,-0.06
ILMN_3251616,-0.05,0.09,-0.29,-0.21,-0.06
ILMN_1810069,-0.15,0.06,-0.02,0.39,0.11
ILMN_2166524,-0.15,0.06,-0.02,0.39,0.11
ILMN_1746699,-0.06,-0.13,-0.1,0.31,0.01
ILMN_2061641,-0.06,-0.13,-0.1,0.31,0.01
ILMN_2374036,-0.2,-0.03,-0.24,0.33,0.33
ILMN_1694757,-0.2,-0.03,-0.24,0.33,0.33
ILMN_1812995,-0.2,-0.03,-0.24,0.33,0.33
ILMN_1696757,0.14,-0.31,-0.39,-0.56,-0.32
ILMN_2390472,0.14,-0.31,-0.39,-0.56,-0.32
ILMN_1730825,-0.13,0.23,0.05,0.37,0.11
ILMN_2404906,-0.13,0.23,0.05,0.37,0.11
ILMN_2199409,0.06,-0.03,0.24,0.02,-0.03
ILMN_1704617,0.06,-0.03,0.24,0.02,-0.03
ILMN_1769633,0.11,0.08,-0.17,-0.47,0.24
ILMN_2273882,-0.17,-0.12,-0.26,-0.3,-0.1
ILMN_1793616,-0.17,-0.12,-0.26,-0.3,-0.1
ILMN_2353327,-0.17,-0.12,-0.26,-0.3,-0.1
ILMN_1727574,0.04,-0.08,-0.1,-0.36,-0.15
ILMN_1714167,0.09,0.06,-0.42,-0.24,-0.03
ILMN_2312194,0.09,0.06,-0.42,-0.24,-0.03
ILMN_1776788,0.06,-0.12,-0.51,-0.42,-0.17
ILMN_2195821,0.06,-0.12,-0.51,-0.42,-0.17
ILMN_1661137,-0.06,0.13,0.08,0.27,0.18
ILMN_1722089,-0.11,0.03,-0.24,0.1,-0.21
ILMN_3249603,-0.1,-0.07,-0.23,-0.32,-0.23
ILMN_1671107,-0.1,-0.07,-0.23,-0.32,-0.23
ILMN_1802894,-0.13,-0.02,0.01,0.42,0.17
ILMN_1785095,0.07,-0.22,-0.19,-0.36,0.06
ILMN_1747968,-0.1,-0.06,-0.02,-0.3,-0.04
ILMN_1660654,-0.07,-0.05,0.25,0.62,0.18
ILMN_1714335,0.01,0.08,0.04,0.47,0.17
ILMN_1670807,0.06,-0.04,-0.29,-0.24,-0.05
ILMN_2104696,-0.18,-0.02,-0.29,-0.15,0.07
ILMN_1731001,-0.18,-0.02,-0.29,-0.15,0.07
ILMN_1808245,-0.1,0.05,-0.46,0.35,0.34
ILMN_1719280,-0.08,-0.01,0.04,-0.27,-0.13
ILMN_1700771,-0.18,-0.03,-0.43,-0.17,-0.1
ILMN_2075526,-0.18,-0.03,-0.43,-0.17,-0.1
ILMN_2092664,0.03,0.03,-0.35,-0.33,-0.13
ILMN_1778796,0.03,0.03,-0.35,-0.33,-0.13
ILMN_1697864,0.15,-0.07,-0.39,0.11,-0.07
ILMN_1740418,0,0.06,0.37,0.22,0.14
ILMN_1664718,0.37,0.17,0.06,-0.39,0.2
ILMN_1662364,-0.18,0.17,0.47,-0.04,-0.05
ILMN_1666882,0.45,0.09,-0.36,-0.61,0.26
ILMN_1755741,0.45,0.09,-0.36,-0.61,0.26
ILMN_2386053,0.45,0.09,-0.36,-0.61,0.26
ILMN_1800540,-0.06,0.05,0.51,0.7,0.05
ILMN_1736539,-0.07,0.2,0.49,-0.12,0.09
ILMN_2182980,-0.07,0.2,0.49,-0.12,0.09
ILMN_1800855,-0.15,0.06,-0.06,0.15,-0.36
ILMN_1752935,-0.02,0,0.14,0.31,0.22
ILMN_1792710,0.08,-0.16,0.05,-0.28,0.02
ILMN_1731025,0.04,-0.12,-0.29,-0.21,-0.13
ILMN_2358821,0.04,-0.12,-0.29,-0.21,-0.13
ILMN_1812523,0.04,-0.12,-0.29,-0.21,-0.13
ILMN_1781983,-0.13,-0.05,0.19,0.34,0.18
ILMN_2387505,-0.13,-0.05,0.19,0.34,0.18
ILMN_1838254,-0.03,-0.01,-0.22,0.05,-0.07
ILMN_1887403,-0.03,-0.01,-0.22,0.05,-0.07
ILMN_1714990,-0.03,-0.01,-0.22,0.05,-0.07
ILMN_1746924,0.04,-0.22,-0.18,-0.33,0.07
ILMN_1768031,-0.34,-0.28,-0.18,-0.34,0.06
ILMN_1660965,-0.1,0.02,0.36,0.14,-0.02
ILMN_2089458,0.07,-0.08,0.32,0.09,0.12
ILMN_1680662,0.07,-0.08,0.32,0.09,0.12
ILMN_1670263,0.09,-0.12,-0.35,-0.4,-0.38
ILMN_1660817,0.08,-0.1,0.31,-0.13,0.08
ILMN_1764885,-0.06,0.06,0.05,0.38,0.16
ILMN_3240912,-0.06,0.06,0.05,0.38,0.16
ILMN_1773417,-0.18,-0.01,-0.01,0.51,0.61
ILMN_1730191,-0.18,-0.01,-0.01,0.51,0.61
ILMN_1668617,-0.18,-0.01,-0.01,0.51,0.61
ILMN_2412336,-0.18,-0.01,-0.01,0.51,0.61
ILMN_1719154,-0.18,-0.01,-0.01,0.51,0.61
ILMN_3237488,-0.18,-0.01,-0.01,0.51,0.61
ILMN_1694075,-0.03,0.28,0.51,0.11,0.02
ILMN_2052208,-0.03,0.28,0.51,0.11,0.02
ILMN_1676984,-0.06,-0.19,0.64,-0.15,-0.28
ILMN_1679413,0.16,0.19,0.45,0.19,-0.01
ILMN_2345908,0.16,0.19,0.45,0.19,-0.01
ILMN_1712513,0.16,0.19,0.45,0.19,-0.01
ILMN_2260120,0.16,0.19,0.45,0.19,-0.01
ILMN_1686573,0.11,0.03,-0.2,0.46,0.4
ILMN_2048043,-0.37,-0.19,0.22,1.51,0.89
ILMN_1777190,0.05,0.21,-0.37,-0.07,-0.12
ILMN_1667213,0.14,0.08,0.37,0.12,0.07
ILMN_2385220,0.14,0.08,0.37,0.12,0.07
ILMN_1805696,0.14,0.08,0.37,0.12,0.07
ILMN_1678962,-0.15,-0.05,-0.43,-0.19,-0.01
ILMN_2384133,-0.15,-0.05,-0.43,-0.19,-0.01
ILMN_1779015,-0.02,-0.21,-0.15,-0.3,0.05
ILMN_1688346,0.08,0.04,0.11,0.3,0.21
ILMN_1725679,-0.14,-0.21,-0.26,-0.25,-0.17
ILMN_2326376,-0.14,-0.21,-0.26,-0.25,-0.17
ILMN_1789384,0.03,0.14,0.27,0.26,0.13
ILMN_1678862,-0.08,-0.05,-0.32,-0.11,-0.27
ILMN_1720137,0.07,-0.09,-0.03,-0.35,-0.23
ILMN_2327346,0.07,-0.09,-0.03,-0.35,-0.23
ILMN_1759997,-0.07,0.03,-0.45,-0.44,-0.34
ILMN_1777378,-0.07,0.03,-0.45,-0.44,-0.34
ILMN_1732967,-0.07,0.09,0.42,0.13,-0.11
ILMN_1726025,-0.03,0,0.14,0.22,0.1
ILMN_2075436,-0.13,-0.26,-0.47,-0.33,-0.25
ILMN_2075440,-0.13,-0.26,-0.47,-0.33,-0.25
ILMN_2321339,0.06,0.11,0.24,0.13,0.09
ILMN_1731718,0.06,0.11,0.24,0.13,0.09
ILMN_1786024,0.06,0.11,0.24,0.13,0.09
ILMN_1725510,-0.09,0.12,0.12,0.41,0.2
ILMN_1740441,-0.1,-0.13,-0.31,-0.06,-0.31
ILMN_2308582,-0.1,-0.13,-0.31,-0.06,-0.31
ILMN_2321416,0.04,-0.07,0.21,0.36,0.16
ILMN_1661554,0.04,-0.07,0.21,0.36,0.16
ILMN_1737650,-0.07,-0.01,0.04,-0.34,-0.09
ILMN_1749162,-0.07,-0.01,0.04,-0.34,-0.09
ILMN_1664577,-0.11,0.01,-0.26,-0.06,-0.21
ILMN_2285603,0.08,0.07,0.33,-0.06,0.04
ILMN_1689828,0.08,0.07,0.33,-0.06,0.04
ILMN_2282959,0.12,0.28,0.36,0.2,0.16
ILMN_1664682,0.12,0.28,0.36,0.2,0.16
ILMN_1656822,0.15,0.05,0.17,0.33,-0.08
ILMN_2339377,0.15,0.05,0.17,0.33,-0.08
ILMN_1760201,0.02,0.4,0.34,0.27,0.16
ILMN_1688104,0.04,-0.04,-0.29,-0.33,-0.06
ILMN_2404112,0.04,-0.04,-0.29,-0.33,-0.06
ILMN_1676128,-0.01,-0.02,-0.54,-0.15,-0.08
ILMN_1698137,-0.01,-0.02,-0.54,-0.15,-0.08
ILMN_1654945,-0.01,-0.02,-0.54,-0.15,-0.08
ILMN_1794692,0.09,0.06,0.38,0.28,0.09
